5014,Onerahi Free Kindergarten,09-4361688,richard@nka.org.nz,6 Bayswater Place,Onerahi,Whangarei,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 4,Whangarei District,Large urban area,Northland Region,Tai Tokerau,Whangārei,Te Tai Tokerau,108100,Onerahi Park,Whangārei Urban General Ward,Richard Storey,P O Box 4005,Kamo,Whangarei 0141,09-435 9099,99181,Ngā Kura mo te ako o Whangarei Kāhui Ako Group 2,-35.751745260,174.371484380,40,0,0,0,4,14,23,0,41,21,20,1,5,1
5015,Hikurangi Kindergarten,09-4338535,richard@nka.org.nz,Park Street,,Hikurangi,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 4,Whangarei District,Small urban area,Northland Region,Tai Tokerau,Whangārei,Te Tai Tokerau,105200,Hikurangi,Hikurangi-Coastal General Ward,Richard Storey,P O Box 4005,Kamo,Whangarei 0141,09-435 9099,99182,Te Tai Raki Whangarei Kāhui Ako,-35.602038340,174.286574960,30,0,0,0,2,14,13,5,34,19,22,4,0,2
5016,Portland Kindergarten,09-4322533,richard@nka.org.nz,12 Portland School Road,,Portland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Whangarei District,Rural other,Northland Region,Tai Tokerau,Whangārei,Te Tai Tokerau,107700,Otaika-Portland,Bream Bay General Ward,Richard Storey,P O Box 4005,Kamo,Whangarei 0141,09-435 9099,99183,Ngā Kura mo te ako o Whangarei Kāhui Ako Group 4,-35.799126630,174.327581470,29,0,0,0,0,11,25,0,36,28,14,2,1,2
5017,Raumanga Kindergarten,09-4381694,richard@nka.org.nz,13 A Murdoch Crescent,Raumanga,Whangarei,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 2,Whangarei District,Large urban area,Northland Region,Tai Tokerau,Whangārei,Te Tai Tokerau,107300,Raumanga,Whangārei Urban General Ward,Richard Storey,P O Box 4005,Kamo,Whangarei 0141,09-435 9099,99181,Ngā Kura mo te ako o Whangarei Kāhui Ako Group 2,-35.744241850,174.303826460,30,0,0,0,4,12,14,1,31,14,24,5,5,0
5018,Parihaka Kindergarten,09-4389804,richard@nka.org.nz,38 Kohe Street,Parahaki,Whangarei,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 4,Whangarei District,Large urban area,Northland Region,Tai Tokerau,Whangārei,Te Tai Tokerau,107200,Riverside,Whangārei Urban General Ward,Richard Storey,P O Box 4005,Kamo,Whangarei 0141,09-435 9099,99181,Ngā Kura mo te ako o Whangarei Kāhui Ako Group 2,-35.726097020,174.343879840,40,0,0,0,9,20,20,1,50,44,16,2,3,0
5019,Tikipunga Free Kindergarten,09-4370053,richard@nka.org.nz,8 Tania Place,Tikipunga,Whangarei,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 2,Whangarei District,Large urban area,Northland Region,Tai Tokerau,Whangārei,Te Tai Tokerau,106201,Tikipunga North,Whangārei Urban General Ward,Richard Storey,P O Box 4005,Kamo,Whangarei 0141,09-435 9099,99182,Te Tai Raki Whangarei Kāhui Ako,-35.686043820,174.325135510,40,0,0,0,1,19,14,1,35,13,27,0,7,1
5020,Wellsford Kindergarten,09-423 8281,wellsford@aka.org.nz,Hazelmere Street,,Wellsford,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 4,Auckland - Rodney,Small urban area,Auckland Region,Tāmaki Herenga Tāngata,Kaipara ki Mahurangi,Te Tai Tokerau,110501,Wellsford,Rodney Ward,Pauline Winter,P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.298798640,174.523062820,30,0,0,0,5,10,20,2,37,30,16,2,2,0
5021,Glamorgan Kindergarten,09-4735099,glamorgan@kaitiakikindergartens.org.nz,37 Danbury Drive,Torbay,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Hibiscus and Bays,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,East Coast Bays,Te Tai Tokerau,117500,Glamorgan,Albany Ward,Tara Solomon,P O Box 35223,Browns Bay,North Shore City 0753,,99121,Oneroa Community of Learning,-36.700043300,174.735336550,40,0,0,0,1,19,28,4,52,43,5,1,15,5
5022,Orewa Beach Kindergarten,09-4264543,orewabeach@kaitiakikindergartens.org.nz,Riverside Road,,Orewa,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Hibiscus and Bays,Large urban area,Auckland Region,Tāmaki Herenga Tāngata,Whangaparāoa,Te Tai Tokerau,112901,Orewa South,Albany Ward,Tara Solomon,P O Box 35223,Browns Bay,North Shore City 0753,,99069,Orewa Community of Learning,-36.591804530,174.689008490,40,0,0,0,0,12,37,0,49,38,11,5,7,3
5023,Mahurangi Kindergarten,09-4257096,mahurangi@kaitiakikindergartens.org.nz,13 Albert Road,,Warkworth,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Rodney,Small urban area,Auckland Region,Tāmaki Herenga Tāngata,Kaipara ki Mahurangi,Te Tai Tokerau,111100,Warkworth West,Rodney Ward,Tara Solomon,P O Box 35223,Browns Bay,North Shore City 0753,,,,-36.397483530,174.653464410,40,0,0,0,3,17,26,1,47,47,6,1,2,1
5024,Rangitoto Kindergarten,09-4783355,rangitoto@kaitiakikindergartens.org.nz,2 A Hythe Terrace,Mairangi Bay,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Hibiscus and Bays,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,120500,Mairangi Bay North,Albany Ward,Tara Solomon,P O Box 35223,Browns Bay,North Shore City 0753,,99000,Mid Bays Community of Schools,-36.736531560,174.748927190,40,0,0,0,0,25,35,4,64,46,5,0,21,2
5025,Taiaotea Kindergarten,09-478 7795,brownsbay@kaitiakikindergartens.org.nz,4 Woodlands Crescent,Browns Bay,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Hibiscus and Bays,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,East Coast Bays,Te Tai Tokerau,118300,Browns Bay Central,Albany Ward,Tara Solomon,P O Box 35223,Browns Bay,North Shore City 0753,,99000,Mid Bays Community of Schools,-36.715509380,174.741810680,40,0,,,,,,,,,,,,
5026,Torbay Kindergarten,09-473 9340,torbay@kaitiakikindergartens.org.nz,141 Deep Creek Road,Torbay,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Hibiscus and Bays,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,East Coast Bays,Te Tai Tokerau,117202,Torbay East,Albany Ward,Tara Solomon,P O Box 35223,Browns Bay,North Shore City 0753,,99121,Oneroa Community of Learning,-36.699170080,174.750614370,40,0,0,0,0,32,34,2,68,61,4,3,8,1
5027,Stanmore Bay Kindergarten,09-4248847,stanmorebay@kaitiakikindergartens.org.nz,Waiora Road,,Stanmore Bay,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Hibiscus and Bays,Large urban area,Auckland Region,Tāmaki Herenga Tāngata,Whangaparāoa,Te Tai Tokerau,114600,Stanmore Bay West,Albany Ward,Tara Solomon,P O Box 35223,Browns Bay,North Shore City 0753,,99095,Whangaparaoa Peninsula Kāhui Ako,-36.624387650,174.728401580,40,0,0,0,0,12,21,5,38,35,4,2,4,2
5028,Anchorage Park Kindergarten,09-5763138,anchoragepark@aka.org.nz,9 Tiaka Place,Pakuranga,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 4,Auckland - Howick,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Pakuranga,Tāmaki Makaurau,149001,Pakuranga West,Howick Ward,Pauline Winter,P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99098,Pakuranga West Kāhui Ako,-36.919120660,174.866968820,40,0,0,0,0,15,24,0,39,21,8,7,15,3
5029,Avondale Kindergarten,09-8289532,avondale@aka.org.nz,195 Rosebank Road,Avondale,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 3,Auckland - Whau,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Kelston,Tāmaki Makaurau,132001,Avondale North West (Auckland),Whau Ward,Pauline Winter,P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.890196880,174.687415200,40,0,0,0,1,21,23,1,46,10,5,23,13,4
5030,Bairds Kindergarten,09-2747111,bairds@aka.org.nz,4 Edward Avenue,Otara,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 1,Auckland - Ōtara-Papatoetoe,Major urban area,Auckland Region,Tāmaki Herenga Waka,Panmure-Ōtāhuhu,Tāmaki Makaurau,153500,Ōtara West,Manukau Ward,Pauline Winter,P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.960097360,174.866387900,30,0,0,0,1,3,11,1,16,1,4,12,2,0
5031,Bayview Kindergarten,09-444 5540,bayview@aka.org.nz,70 Bayview Road,Glenfield,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Kaipātiki,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,Upper Harbour,Te Tai Tokerau,121401,Bayview West (Auckland),North Shore Ward,Pauline Winter,P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99120,Kaipātiki Kāhui Ako,-36.772087900,174.705384420,40,0,0,0,6,16,14,0,36,23,7,2,8,6
5032,Belmont Bayswater Kindergarten,09-4456744,belmontbayswater@aka.org.nz,1C Rosyth Avenue,Bayswater-Auckland,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Devonport-Takapuna,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,129400,Bayswater,North Shore Ward,Pauline Winter,P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99048,Devonport-Takapuna Kāhui Ako,-36.812387230,174.783898790,40,0,0,0,8,14,18,1,41,29,2,1,9,5
5033,Beach Haven Kindergarten,09-483 8706,beachhaven@aka.org.nz,179 Beach Haven Road,Beach Haven,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Kaipātiki,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,Northcote,Te Tai Tokerau,122400,Beach Haven East,North Shore Ward,Pauline Winter,P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99214,Te Ara Whetū Kāhui Ako,-36.790652390,174.692572150,40,0,0,0,3,21,23,2,49,36,12,3,9,1
5034,Birkenhead Kindergarten,09-480 9330,birkenhead@aka.org.nz,97 A Mokoia Road,Birkenhead,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Kaipātiki,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,Northcote,Te Tai Tokerau,127400,Birkenhead South,North Shore Ward,Pauline Winter,P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.811399890,174.721440190,40,0,0,0,0,12,37,1,50,32,3,2,17,4
5035,Blockhouse Bay Kindergarten,09-627 8042,blockhousebay@aka.org.nz,5 Exminster Street,Blockhouse Bay,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Whau,Major urban area,Auckland Region,Tāmaki Herenga Manawa,New Lynn,Tāmaki Makaurau,137202,Blockhouse Bay Central,Whau Ward,Pauline Winter,P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99012,Lynfield Kāhui Ako,-36.921855850,174.702335210,40,0,0,0,3,20,26,1,50,12,9,8,32,4
5036,Botany Downs Kindergarten,09-534 9025,botanydowns@aka.org.nz,22 Maroubra Place,Howick,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Howick,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Botany,Tāmaki Makaurau,152900,Botany Downs East,Howick Ward,Pauline Winter,P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99119,Howick Coast Kāhui Ako,-36.910386640,174.921919060,40,0,0,0,3,14,31,2,50,32,2,5,19,2
5037,Sunnynook Kindergarten,09-410 5210,sunnynook@aka.org.nz,50 Sunnynook Road,Glenfield,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Devonport-Takapuna,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,121300,Sunnynook North,North Shore Ward,Pauline Winter,P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99188,Pupuke (Westlake) Community of Learning,-36.754854190,174.743600880,40,0,0,0,1,23,21,1,46,13,6,4,26,6
5038,Bucklands Beach Kindergarten,09-5346212,bucklandsbeach@aka.org.nz,8 Oliver Road,Bucklands Beach,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Howick,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Pakuranga,Tāmaki Makaurau,148000,Eastern Beach,Howick Ward,Pauline Winter,P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.878243790,174.911848790,40,0,0,0,9,9,17,1,36,13,2,0,23,1
5039,Cascades Kindergarten,09-5767466,cascades@aka.org.nz,Lady Marie Drive,Pakuranga,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Howick,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Pakuranga,Tāmaki Makaurau,150700,Pakuranga Heights East,Howick Ward,Pauline Winter,P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99149,Te ara Mana-ā-Kura Kāhui Ako| Farm Cove Community of Learning ,-36.908672910,174.899601910,40,0,0,0,5,19,18,0,42,21,6,5,20,5
5040,Ellerslie Kindergarten,09-579 0076,ellerslie@aka.org.nz,122 Celtic Crescent,Ellerslie,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Ōrākei,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Maungakiekie,Tāmaki Makaurau,144400,Ellerslie East,Maungakiekie-Tāmaki Ward,Pauline Winter,P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.890563600,174.822370180,40,0,0,0,0,16,31,0,47,37,1,3,7,4
5042,Colwill Kindergarten,09-833 9794,colwill@aka.org.nz,19 Kintara Drive,Massey,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 4,Auckland - Henderson-Massey,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,Upper Harbour,Te Tai Tokerau,122300,Royal Heights South,Waitākere Ward,Pauline Winter,P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99125,Te Kāhui Ako o Tiriwā,-36.834802280,174.632911120,30,0,0,0,1,15,14,1,31,7,8,7,12,4
5043,Remuera Kindergarten,09-520 1575,remuera@aka.org.nz,Wairua Road,Remuera,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Ōrākei,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Epsom,Tāmaki Makaurau,141000,Remuera South,Ōrākei Ward,Pauline Winter,P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.882450290,174.805265840,40,0,0,0,3,15,20,0,38,17,2,1,20,3
5044,Onehunga Kindergarten,09-636 8057,,17 A Cameron Street,Onehunga,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Maungakiekie-Tāmaki,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Maungakiekie,Tāmaki Makaurau,145000,Onehunga Central,Maungakiekie-Tāmaki Ward,Pauline Winter,P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99190,Te Iti Kahurangi Community of Learning,-36.917184130,174.787694930,40,0,0,0,1,18,27,1,47,26,6,10,13,3
5045,Devonport Kindergarten,09-445 3504,devonport@aka.org.nz,43 Vauxhall Road,Devonport,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Devonport-Takapuna,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,134000,Cheltenham,North Shore Ward,Pauline Winter,P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99048,Devonport-Takapuna Kāhui Ako,-36.824888930,174.803418810,40,0,0,0,0,5,43,3,51,48,5,1,4,1
5046,Don Buck Kindergarten,09-8324899,donbuck@aka.org.nz,124 A Don Buck Road,Massey,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 3,Auckland - Henderson-Massey,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,Upper Harbour,Te Tai Tokerau,121701,Massey West,Waitākere Ward,Pauline Winter,P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99125,Te Kāhui Ako o Tiriwā,-36.850832870,174.609648230,40,0,0,0,5,11,14,3,33,13,10,12,5,0
5047,Favona Kindergarten,09-2758212,favona@aka.org.nz,Wakefield Road,Mangere,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 2,Auckland - Māngere-Ōtāhuhu,Major urban area,Auckland Region,Tāmaki Herenga Waka,Māngere,Tāmaki Makaurau,148200,Favona North,Manukau Ward,Pauline Winter,P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.953888650,174.807475570,40,0,0,0,8,14,16,2,40,6,19,28,4,0
5048,Ferndale Kindergarten,09-846 6909,ferndale@aka.org.nz,830 New North Road,Mount Albert,Auckland,Free Kindergarten,Enviroschools,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Albert-Eden,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Mt Albert,Tāmaki Makaurau,134200,Mount Albert Central,Albert-Eden-Puketāpapa Ward,Pauline Winter,P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99150,Mt Albert Kāhui Ako,-36.882298140,174.719432310,40,0,0,0,3,22,25,1,51,41,5,2,14,1
5049,Flatbush Kindergarten,09-2748644,flatbush@aka.org.nz,329 Bairds Road,Otara,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 1,Auckland - Ōtara-Papatoetoe,Major urban area,Auckland Region,Tāmaki Herenga Waka,Panmure-Ōtāhuhu,Tāmaki Makaurau,155702,Ōtara South,Manukau Ward,Pauline Winter,P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99200,Te Puke ō Taramainuku Kāhui Ako,-36.974276390,174.884289690,40,0,0,0,6,8,14,2,30,1,10,21,4,0
5050,Glen Eden Kindergarten,09-8186389,gleneden@aka.org.nz,3 Clayburn Road,Glen Eden,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 4,Auckland - Waitākere Ranges,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,Kelston,Tāmaki Makaurau,130801,Glen Eden North,Waitākere Ward,Pauline Winter,P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.909946790,174.653391350,45,0,0,0,9,18,25,1,53,23,8,17,10,5
5051,Glen Innes Kindergarten,09-5284113,gleninnes@aka.org.nz,71 Taniwha Street,Glen Innes,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 1,Auckland - Maungakiekie-Tāmaki,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Tāmaki,Tāmaki Makaurau,145800,Glen Innes East-Wai O Taiki Bay,Maungakiekie-Tāmaki Ward,Pauline Winter,P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.875430020,174.872941900,40,0,0,0,3,4,11,1,19,6,8,8,2,2
